mass,age,temperature,luminosity,radius,gravity,metallicity,chemistry,eos
0.075,1.19377664,2238.174799,-3.73059673,0.09085371,5.3967908,0,neq-strong,C2019
0.075,1.51177507,2152.466152,-3.81783553,0.08884457,5.41621396,0,neq-strong,C2019
0.075,1.91448198,2071.165922,-3.90063415,0.08723346,5.43210944,0,neq-strong,C2019
0.075,2.42446202,2000.989988,-3.97341632,0.08594642,5.44501999,0,neq-strong,C2019
0.075,3.07029063,1939.689805,-4.03797057,0.08491106,5.45554698,0,neq-strong,C2019
0.075,3.88815518,1884.911804,-4.09594524,0.08411357,5.46374338,0,neq-strong,C2019
0.075,4.92388263,1841.990669,-4.14141244,0.08358709,5.46919704,0,neq-strong,C2019
0.075,6.23550734,1816.087861,-4.1691776,0.08328452,5.4723469,0,neq-strong,C2019
0.075,7.89652287,1802.906042,-4.18337683,0.0831346,5.47391185,0,neq-strong,C2019
0.075,10,1797.644809,-4.18913057,0.0830702,5.47458497,0,neq-strong,C2019
0.001,0.001,886.804272,-4.82820564,0.16355572,3.01108287,0,neq-weak,C2019
0.001,0.00126638,848.4620883,-4.92893058,0.15910834,3.03502836,0,neq-weak,C2019
0.001,0.001603719,807.2276999,-5.03860178,0.15492791,3.0581551,0,neq-weak,C2019
0.001,0.002030918,761.1321343,-5.16249961,0.15109809,3.07989712,0,neq-weak,C2019
0.001,0.002571914,714.9618928,-5.29119628,0.14766363,3.09986876,0,neq-weak,C2019
0.001,0.003257021,672.0051829,-5.41725214,0.14456603,3.11828273,0,neq-weak,C2019
0.001,0.004124626,630.4605203,-5.54518572,0.14175191,3.13535728,0,neq-weak,C2019
0.001,0.005223345,591.9376417,-5.67046455,0.13920137,3.15112792,0,neq-weak,C2019
0.001,0.006614741,560.0481466,-5.78176586,0.13679976,3.16624365,0,neq-weak,C2019
0.001,0.008376776,527.5702583,-5.89999193,0.13454821,3.18065875,0,neq-weak,C2019
0.001,0.010608184,495.7367014,-6.02168627,0.13245848,3.19425517,0,neq-weak,C2019
0.001,0.013433993,466.1449553,-6.14158168,0.13049606,3.20721964,0,neq-weak,C2019
0.001,0.017012543,439.2771973,-6.25703768,0.12865632,3.21955245,0,neq-weak,C2019
0.001,0.021544347,415.3549714,-6.36636757,0.12688336,3.2316053,0,neq-weak,C2019
0.001,0.027283334,394.4167508,-6.46797545,0.1251797,3.24334675,0,neq-weak,C2019
0.001,0.034551073,377.1600598,-6.55763619,0.12346811,3.25530486,0,neq-weak,C2019
0.001,0.043754794,359.291279,-6.65397622,0.12177326,3.26731065,0,neq-weak,C2019
0.001,0.055410203,343.559269,-6.74363309,0.12011552,3.27921637,0,neq-weak,C2019
0.001,0.070170383,329.6443619,-6.82767526,0.11843948,3.29142146,0,neq-weak,C2019
0.001,0.088862382,314.8109632,-6.92009246,0.11675748,3.30384507,0,neq-weak,C2019
0.001,0.112533558,299.4304168,-7.01947217,0.11510428,3.31623127,0,neq-weak,C2019
0.001,0.142510267,285.9129127,-7.11179376,0.11351637,3.32829748,0,neq-weak,C2019
0.001,0.180472177,271.1628055,-7.21588486,0.11195241,3.34034769,0,neq-weak,C2019
0.001,0.228546386,255.5317174,-7.33074569,0.11045158,3.35207048,0,neq-weak,C2019
0.001,0.289426612,243.2587504,-7.4275908,0.10901928,3.36340783,0,neq-weak,C2019
0.001,0.366524124,231.6219243,-7.52426399,0.10758036,3.37494828,0,neq-weak,C2019
0.001,0.464158883,219.4847528,-7.62914792,0.10618252,3.38630833,0,neq-weak,C2019
0.001,0.587801607,206.7102984,-7.74437436,0.10483838,3.39737375,0,neq-weak,C2019
0.002,0.001,1229.262989,-4.22073402,0.17130376,3.27191095,0,neq-weak,C2019
0.002,0.00126638,1168.481675,-4.33583065,0.16606093,3.2989111,0,neq-weak,C2019
0.002,0.001603719,1107.226871,-4.45463083,0.16130398,3.3241553,0,neq-weak,C2019
0.002,0.002030918,1050.711744,-4.56932851,0.15696193,3.34785741,0,neq-weak,C2019
0.002,0.002571914,992.6752041,-4.69033897,0.15298791,3.37013159,0,neq-weak,C2019
0.002,0.003257021,934.9336953,-4.8151728,0.14937862,3.39086765,0,neq-weak,C2019
0.002,0.004124626,881.3426742,-4.93687896,0.14612002,3.41002617,0,neq-weak,C2019
0.002,0.005223345,833.5539774,-5.05193199,0.14308821,3.42823766,0,neq-weak,C2019
0.002,0.006614741,784.6282682,-5.1741715,0.14028746,3.44540697,0,neq-weak,C2019
0.002,0.008376776,736.2758094,-5.30067427,0.13772749,3.46140398,0,neq-weak,C2019
0.002,0.010608184,688.0330168,-5.43315381,0.13540497,3.47617547,0,neq-weak,C2019
0.002,0.013433993,639.7851923,-5.57286572,0.13332857,3.48959778,0,neq-weak,C2019
0.002,0.017012543,595.6287771,-5.70919593,0.13148844,3.50166978,0,neq-weak,C2019
0.002,0.021544347,562.3850185,-5.82045377,0.1297592,3.51316816,0,neq-weak,C2019
0.002,0.027283334,528.4663299,-5.93955172,0.12811827,3.52422215,0,neq-weak,C2019
0.002,0.034551073,494.8324968,-6.06423963,0.12658742,3.53466333,0,neq-weak,C2019
0.002,0.043754794,464.6081587,-6.18361096,0.12515778,3.54452881,0,neq-weak,C2019
0.002,0.055410203,437.9782691,-6.29559366,0.12380242,3.55398617,0,neq-weak,C2019
0.002,0.070170383,411.808288,-6.41183106,0.12249525,3.5632059,0,neq-weak,C2019
0.002,0.088862382,390.7174191,-6.51205837,0.12124618,3.57210824,0,neq-weak,C2019
0.002,0.112533558,371.7903479,-6.60733705,0.11999538,3.58111536,0,neq-weak,C2019
0.002,0.142510267,351.9011891,-6.71180243,0.11876366,3.59007711,0,neq-weak,C2019
0.002,0.180472177,338.1487128,-6.79000975,0.11754429,3.59904119,0,neq-weak,C2019
0.002,0.228546386,323.8579163,-6.87433593,0.11629014,3.60835854,0,neq-weak,C2019
0.002,0.289426612,308.3268003,-6.9692254,0.11502663,3.6178476,0,neq-weak,C2019
0.002,0.366524124,292.9445557,-7.06752837,0.11378758,3.62725469,0,neq-weak,C2019
0.002,0.464158883,277.9331652,-7.16822416,0.11257537,3.6365578,0,neq-weak,C2019
0.002,0.587801607,261.8879423,-7.28065854,0.11139817,3.64568839,0,neq-weak,C2019
0.002,0.744380301,246.8193165,-7.39233846,0.11027866,3.65446124,0,neq-weak,C2019
0.002,0.942668455,236.0354814,-7.47878679,0.10916174,3.66330343,0,neq-weak,C2019
0.002,1.19377664,224.410587,-7.57554169,0.10803738,3.67229623,0,neq-weak,C2019
0.002,1.51177507,212.0930801,-7.68248918,0.10693688,3.68118931,0,neq-weak,C2019
0.003,0.001,1508.711674,-3.81664113,0.18109317,3.39973133,0,neq-weak,C2019
0.003,0.00126638,1436.303557,-3.9358984,0.17417617,3.43356022,0,neq-weak,C2019
0.003,0.001603719,1358.452651,-4.06384728,0.16804378,3.46469272,0,neq-weak,C2019
0.003,0.002030918,1282.342661,-4.19204679,0.1627031,3.49274467,0,neq-weak,C2019
0.003,0.002571914,1217.874795,-4.30761574,0.15791145,3.51870986,0,neq-weak,C2019
0.003,0.003257021,1152.919125,-4.42701442,0.15357621,3.54288873,0,neq-weak,C2019
0.003,0.004124626,1087.275546,-4.55118736,0.14967539,3.56523627,0,neq-weak,C2019
0.003,0.005223345,1024.066077,-4.67594695,0.14615258,3.58592379,0,neq-weak,C2019
0.003,0.006614741,961.8638903,-4.80383191,0.14298573,3.60495095,0,neq-weak,C2019
0.003,0.008376776,900.7957061,-4.93521485,0.14014198,3.62239921,0,neq-weak,C2019
0.003,0.010608184,848.5179999,-5.05526486,0.13755606,3.63857712,0,neq-weak,C2019
0.003,0.013433993,795.6000828,-5.18222807,0.13518621,3.65367125,0,neq-weak,C2019
0.003,0.017012543,745.4554134,-5.30931539,0.13302593,3.66766333,0,neq-weak,C2019
0.003,0.021544347,696.000092,-5.44145418,0.13106769,3.68054486,0,neq-weak,C2019
0.003,0.027283334,647.2970723,-5.57925603,0.12929718,3.69235766,0,neq-weak,C2019
0.003,0.034551073,600.9076617,-5.71915805,0.12771384,3.70305994,0,neq-weak,C2019
0.003,0.043754794,566.4575098,-5.83181654,0.126239,3.71314881,0,neq-weak,C2019
0.003,0.055410203,531.9862587,-5.95056375,0.12483978,3.72282981,0,neq-weak,C2019
0.003,0.070170383,498.1159146,-6.07396801,0.12353496,3.73195595,0,neq-weak,C2019
0.003,0.088862382,467.4306355,-6.19304951,0.12231111,3.74060379,0,neq-weak,C2019
0.003,0.112533558,439.6525583,-6.30774492,0.12115608,3.74884523,0,neq-weak,C2019
0.003,0.142510267,414.4574678,-6.41835242,0.12003142,3.75694566,0,neq-weak,C2019
0.003,0.180472177,391.2813074,-6.52620385,0.11894485,3.76484435,0,neq-weak,C2019
0.003,0.228546386,370.7840445,-6.62757044,0.117868,3.77274375,0,neq-weak,C2019
0.003,0.289426612,350.0252016,-6.73545978,0.11681767,3.78051848,0,neq-weak,C2019
0.003,0.366524124,336.603913,-6.81119919,0.11576689,3.78836681,0,neq-weak,C2019
0.003,0.464158883,321.835107,-6.8973226,0.11468135,3.79654997,0,neq-weak,C2019
0.003,0.587801607,305.5837799,-6.99566828,0.11358867,3.80486559,0,neq-weak,C2019
0.003,0.744380301,290.3858426,-7.09249969,0.11252051,3.81307236,0,neq-weak,C2019
0.003,0.942668455,274.9256429,-7.19569739,0.11146855,3.82123093,0,neq-weak,C2019
0.003,1.19377664,258.1387318,-7.31308855,0.11045305,3.82918019,0,neq-weak,C2019
0.003,1.51177507,244.9977545,-7.41151736,0.10948311,3.83684132,0,neq-weak,C2019
0.003,1.91448198,234.5185968,-7.49534407,0.1084905,3.84475207,0,neq-weak,C2019
0.003,2.42446202,223.0093672,-7.59084023,0.10748706,3.85282316,0,neq-weak,C2019
0.003,3.07029063,211.2235261,-7.69322796,0.10649598,3.86086904,0,neq-weak,C2019
0.004,0.001,1743.831703,-3.51560481,0.19169774,3.47524052,0,neq-weak,C2019
0.004,0.00126638,1662.891132,-3.63753959,0.18319949,3.51462757,0,neq-weak,C2019
0.004,0.001603719,1596.047026,-3.74636445,0.17545228,3.55215711,0,neq-weak,C2019
0.004,0.002030918,1515.148558,-3.87193814,0.16848151,3.58737117,0,neq-weak,C2019
0.004,0.002571914,1429.580043,-4.00515205,0.16234632,3.6195908,0,neq-weak,C2019
0.004,0.003257021,1342.868694,-4.14293732,0.15699752,3.64869044,0,neq-weak,C2019
0.004,0.004124626,1264.206659,-4.27407897,0.15232039,3.67495927,0,neq-weak,C2019
0.004,0.005223345,1189.706903,-4.40357262,0.14817167,3.69894559,0,neq-weak,C2019
0.004,0.006614741,1116.329478,-4.53597752,0.14449811,3.72075016,0,neq-weak,C2019
0.004,0.008376776,1047.198522,-4.66675835,0.14125128,3.74049025,0,neq-weak,C2019
0.004,0.010608184,980.4896042,-4.79904458,0.13836385,3.7584299,0,neq-weak,C2019
0.004,0.013433993,917.6644188,-4.93039442,0.13578868,3.77474756,0,neq-weak,C2019
0.004,0.017012543,859.728229,-5.05852446,0.13348869,3.78958581,0,neq-weak,C2019
0.004,0.021544347,803.710049,-5.18914461,0.13142095,3.80314575,0,neq-weak,C2019
0.004,0.027283334,753.0626583,-5.31467999,0.12954637,3.81562403,0,neq-weak,C2019
0.004,0.034551073,703.6849137,-5.44402693,0.12783978,3.82714264,0,neq-weak,C2019
0.004,0.043754794,655.7690359,-5.57714232,0.1262857,3.8377661,0,neq-weak,C2019
0.004,0.055410203,609.860883,-5.71293622,0.12488613,3.84744622,0,neq-weak,C2019
0.004,0.070170383,574.2494209,-5.82648761,0.12359024,3.85650598,0,neq-weak,C2019
0.004,0.088862382,541.0821989,-5.93860216,0.12235128,3.86525746,0,neq-weak,C2019
0.004,0.112533558,507.8027056,-6.05725216,0.12117795,3.87362729,0,neq-weak,C2019
0.004,0.142510267,477.2416414,-6.17307663,0.12006437,3.88164599,0,neq-weak,C2019
0.004,0.180472177,447.5093097,-6.29253859,0.11900138,3.88937041,0,neq-weak,C2019
0.004,0.228546386,421.3579656,-6.40470984,0.11797192,3.89691705,0,neq-weak,C2019
0.004,0.289426612,396.0092636,-6.51978017,0.11698408,3.90422071,0,neq-weak,C2019
0.004,0.366524124,374.8813365,-6.62222437,0.11601729,3.91142885,0,neq-weak,C2019
0.004,0.464158883,353.0819445,-6.73341214,0.11507453,3.9185159,0,neq-weak,C2019
0.004,0.587801607,338.6501119,-6.81298995,0.11413882,3.92560762,0,neq-weak,C2019
0.004,0.744380301,323.8311575,-6.89816061,0.11316485,3.93305113,0,neq-weak,C2019
0.004,0.942668455,307.6151709,-6.99499533,0.11218022,3.94064181,0,neq-weak,C2019
0.004,1.19377664,292.1207318,-7.09230904,0.11121018,3.94818523,0,neq-weak,C2019
0.004,1.51177507,276.3582844,-7.19621052,0.11025031,3.95571465,0,neq-weak,C2019
0.004,1.91448198,259.8210939,-7.31074185,0.10932194,3.96305958,0,neq-weak,C2019
0.004,2.42446202,246.3338705,-7.41044215,0.10843327,3.97014911,0,neq-weak,C2019
0.004,3.07029063,236.1376342,-7.49118582,0.10752249,3.97747562,0,neq-weak,C2019
0.004,3.88815518,225.3525135,-7.57991932,0.10659653,3.98498813,0,neq-weak,C2019
0.004,4.92388263,213.4697308,-7.68160454,0.10566758,3.99259068,0,neq-weak,C2019
0.005,0.001,1921.133671,-3.29875103,0.20274059,3.52350506,0,neq-weak,C2019
0.005,0.00126638,1860.346928,-3.4010742,0.19217598,3.56998724,0,neq-weak,C2019
0.005,0.001603719,1798.757458,-3.50334626,0.18272623,3.61378358,0,neq-weak,C2019
0.005,0.002030918,1694.806009,-3.64606652,0.17464663,3.65306479,0,neq-weak,C2019
0.005,0.002571914,1622.171592,-3.75807275,0.16757384,3.68897289,0,neq-weak,C2019
0.005,0.003257021,1540.230926,-3.88222046,0.16111982,3.72308783,0,neq-weak,C2019
0.005,0.004124626,1448.950123,-4.01949288,0.15544325,3.7542417,0,neq-weak,C2019
0.005,0.005223345,1356.166672,-4.16231303,0.15053727,3.78209799,0,neq-weak,C2019
0.005,0.006614741,1270.461284,-4.30116906,0.14619005,3.80754916,0,neq-weak,C2019
0.005,0.008376776,1188.499408,-4.43964309,0.14243396,3.83015782,0,neq-weak,C2019
0.005,0.010608184,1110.076636,-4.57843256,0.13916005,3.85035629,0,neq-weak,C2019
0.005,0.013433993,1038.079909,-4.71315729,0.13626569,3.86861205,0,neq-weak,C2019
0.005,0.017012543,970.1060368,-4.84732501,0.13370145,3.88511242,0,neq-weak,C2019
0.005,0.021544347,906.0148748,-4.98096598,0.13142468,3.90003099,0,neq-weak,C2019
0.005,0.027283334,846.1368662,-5.11322832,0.12940432,3.91348743,0,neq-weak,C2019
0.005,0.034551073,789.5716241,-5.24557072,0.12760239,3.92566671,0,neq-weak,C2019
0.005,0.043754794,739.353131,-5.37099078,0.1259629,3.93689949,0,neq-weak,C2019
0.005,0.055410203,689.8735192,-5.50171912,0.1244628,3.9473055,0,neq-weak,C2019
0.005,0.070170383,643.0127647,-5.63350422,0.12309736,3.95688713,0,neq-weak,C2019
0.005,0.088862382,599.414438,-5.76419691,0.12186406,3.96563321,0,neq-weak,C2019
0.005,0.112533558,567.2354103,-5.8683737,0.12070228,3.97395352,0,neq-weak,C2019
0.005,0.142510267,534.9931959,-5.97813652,0.11958162,3.98205539,0,neq-weak,C2019
0.005,0.180472177,501.9220335,-6.09678731,0.11851185,3.98986072,0,neq-weak,C2019
0.005,0.228546386,471.7614437,-6.2120031,0.11748459,3.99742257,0,neq-weak,C2019
0.005,0.289426612,442.3765915,-6.33102712,0.1165019,4.00471835,0,neq-weak,C2019
0.005,0.366524124,415.7645914,-6.44588093,0.1155572,4.01179031,0,neq-weak,C2019
0.005,0.464158883,391.3815464,-6.55767529,0.11465334,4.0186108,0,neq-weak,C2019
0.005,0.587801607,369.5422496,-6.66415214,0.11376847,4.0253405,0,neq-weak,C2019
0.005,0.744380301,348.3467519,-6.77334094,0.11290987,4.03192052,0,neq-weak,C2019
0.005,0.942668455,334.6474431,-6.84977863,0.11203764,4.03865641,0,neq-weak,C2019
0.005,1.19377664,319.3119802,-6.93829476,0.11113469,4.04568504,0,neq-weak,C2019
0.005,1.51177507,302.8221453,-7.0375148,0.11022811,4.0527996,0,neq-weak,C2019
0.005,1.91448198,287.4807983,-7.13491039,0.1093333,4.05987933,0,neq-weak,C2019
0.005,2.42446202,271.488162,-7.2413899,0.10845075,4.06691911,0,neq-weak,C2019
0.005,3.07029063,255.5431188,-7.35337235,0.10759864,4.07377071,0,neq-weak,C2019
0.005,3.88815518,243.7981402,-7.44184265,0.10676798,4.08050218,0,neq-weak,C2019
0.005,4.92388263,233.6109191,-7.52298238,0.10591109,4.08750139,0,neq-weak,C2019
0.005,6.23550734,222.7392405,-7.61299578,0.10503607,4.0947073,0,neq-weak,C2019
0.005,7.89652287,209.5220285,-7.72643232,0.1041702,4.10189721,0,neq-weak,C2019
0.006,0.001,2062.971862,-3.12942392,0.2136606,3.55711736,0,neq-weak,C2019
0.006,0.00126638,2005.528108,-3.2292492,0.20153299,3.60787475,0,neq-weak,C2019
0.006,0.001603719,1932.604172,-3.34079617,0.19087067,3.65508752,0,neq-weak,C2019
0.006,0.002030918,1863.988534,-3.44718847,0.18152659,3.69868532,0,neq-weak,C2019
0.006,0.002571914,1796.354151,-3.5529362,0.17305087,3.74021988,0,neq-weak,C2019
0.006,0.003257021,1695.801389,-3.69094462,0.16565302,3.77816875,0,neq-weak,C2019
0.006,0.004124626,1610.280195,-3.81593326,0.15909771,3.81323773,0,neq-weak,C2019
0.006,0.005223345,1527.641852,-3.93952083,0.15333067,3.84530825,0,neq-weak,C2019
0.006,0.006614741,1426.160014,-4.0881851,0.14825386,3.87455401,0,neq-weak,C2019
0.006,0.008376776,1330.264326,-4.23533611,0.14383881,3.90081365,0,neq-weak,C2019
0.006,0.010608184,1242.608858,-4.37687702,0.14006368,3.92391554,0,neq-weak,C2019
0.006,0.013433993,1158.244286,-4.51941025,0.13681368,3.94430704,0,neq-weak,C2019
0.006,0.017012543,1078.427964,-4.66173576,0.13396526,3.96258189,0,neq-weak,C2019
0.006,0.021544347,1005.712424,-4.79945398,0.13144832,3.97905551,0,neq-weak,C2019
0.006,0.027283334,940.0101699,-4.93164634,0.12922293,3.99388647,0,neq-weak,C2019
0.006,0.034551073,876.8461111,-5.06584803,0.12725336,4.00722731,0,neq-weak,C2019
0.006,0.043754794,816.8920939,-5.20088004,0.12550905,4.01921604,0,neq-weak,C2019
0.006,0.055410203,763.7501582,-5.32867081,0.12393319,4.0301905,0,neq-weak,C2019
0.006,0.070170383,712.8256836,-5.45875457,0.122487,4.04038576,0,neq-weak,C2019
0.006,0.088862382,665.230772,-5.58821951,0.12116892,4.04978329,0,neq-weak,C2019
0.006,0.112533558,621.3157467,-5.71546411,0.11996998,4.05842049,0,neq-weak,C2019
0.006,0.142510267,584.6285295,-5.82922212,0.11886677,4.06644485,0,neq-weak,C2019
0.006,0.180472177,552.5995159,-5.93493634,0.11779879,4.07428393,0,neq-weak,C2019
0.006,0.228546386,520.4022564,-6.04688987,0.11676108,4.08196942,0,neq-weak,C2019
0.006,0.289426612,488.2475297,-6.16517592,0.11576223,4.08943178,0,neq-weak,C2019
0.006,0.366524124,457.2766099,-6.28617802,0.11480879,4.09661527,0,neq-weak,C2019
0.006,0.464158883,429.7413267,-6.40095889,0.11390274,4.10349726,0,neq-weak,C2019
0.006,0.587801607,403.1202207,-6.5187127,0.11303368,4.11014986,0,neq-weak,C2019
0.006,0.744380301,380.876106,-6.62378561,0.11219278,4.1166357,0,neq-weak,C2019
0.006,0.942668455,358.2745858,-6.7364559,0.11137111,4.12302046,0,neq-weak,C2019
0.006,1.19377664,341.2690889,-6.82721976,0.11056628,4.12932012,0,neq-weak,C2019
0.006,1.51177507,326.3672564,-6.91137414,0.10973168,4.13590149,0,neq-weak,C2019
0.006,1.91448198,310.1688398,-7.0065274,0.1088849,4.14263021,0,neq-weak,C2019
0.006,2.42446202,293.826973,-7.10726628,0.10804747,4.14933626,0,neq-weak,C2019
0.006,3.07029063,278.3333341,-7.2080688,0.10721799,4.15603018,0,neq-weak,C2019
0.006,3.88815518,262.7130783,-7.31497069,0.10640655,4.16262875,0,neq-weak,C2019
0.006,4.92388263,248.1089631,-7.42076018,0.1056237,4.16904275,0,neq-weak,C2019
0.006,6.23550734,238.4188075,-7.49653436,0.10482938,4.17559948,0,neq-weak,C2019
0.006,7.89652287,228.0526848,-7.58057325,0.10401005,4.1824149,0,neq-weak,C2019
0.006,10,215.2391471,-7.68789976,0.10318664,4.18931857,0,neq-weak,C2019
0.007,0.001,2168.831073,-3.00008188,0.22435514,3.58164239,0,neq-weak,C2019
0.007,0.00126638,2117.261469,-3.09472158,0.21111055,3.63449396,0,neq-weak,C2019
0.007,0.001603719,2060.286918,-3.19303591,0.19909404,3.68539726,0,neq-weak,C2019
0.007,0.002030918,1995.012485,-3.29691853,0.18839535,3.7333731,0,neq-weak,C2019
0.007,0.002571914,1916.302083,-3.41133117,0.17898908,3.77786135,0,neq-weak,C2019
0.007,0.003257021,1845.309831,-3.51858338,0.17060745,3.81951803,0,neq-weak,C2019
0.007,0.004124626,1759.566145,-3.64076131,0.16301539,3.85905684,0,neq-weak,C2019
0.007,0.005223345,1661.666211,-3.77607294,0.1564216,3.89492064,0,neq-weak,C2019
0.007,0.006614741,1572.979858,-3.90363124,0.15071789,3.92718446,0,neq-weak,C2019
0.007,0.008376776,1486.406802,-4.03183509,0.14562326,3.95705167,0,neq-weak,C2019
0.007,0.010608184,1369.362903,-4.20108659,0.14120421,3.9838181,0,neq-weak,C2019
0.007,0.013433993,1280.084584,-4.34137392,0.13748526,4.00700052,0,neq-weak,C2019
0.007,0.017012543,1189.624472,-4.4890561,0.13429976,4.02736183,0,neq-weak,C2019
0.007,0.021544347,1105.024463,-4.63537054,0.131524,4.04550292,0,neq-weak,C2019
0.007,0.027283334,1030.4702,-4.77296685,0.12908801,4.06174096,0,neq-weak,C2019
0.007,0.034551073,961.717657,-4.90748037,0.1269422,4.07630093,0,neq-weak,C2019
0.007,0.043754794,898.0660681,-5.03954809,0.1250379,4.08942929,0,neq-weak,C2019
0.007,0.055410203,836.7726055,-5.17421174,0.12334502,4.10126939,0,neq-weak,C2019
0.007,0.070170383,779.7938539,-5.30748593,0.12182566,4.11203514,0,neq-weak,C2019
0.007,0.088862382,727.4659609,-5.43813699,0.12043441,4.12201148,0,neq-weak,C2019
0.007,0.112533558,679.0233197,-5.56698798,0.1191716,4.13116685,0,neq-weak,C2019
0.007,0.142510267,636.1436494,-5.68876885,0.11801639,4.13962796,0,neq-weak,C2019
0.007,0.180472177,596.9326785,-5.80717328,0.11694889,4.14752032,0,neq-weak,C2019
0.007,0.228546386,563.8024745,-5.91402814,0.11592228,4.15517858,0,neq-weak,C2019
0.007,0.289426612,531.0835427,-6.02538083,0.11492189,4.16270678,0,neq-weak,C2019
0.007,0.366524124,498.5155539,-6.14269796,0.11395478,4.17004732,0,neq-weak,C2019
0.007,0.464158883,467.2269407,-6.26234821,0.11303287,4.17710291,0,neq-weak,C2019
0.007,0.587801607,438.2841207,-6.38015351,0.11216204,4.18382057,0,neq-weak,C2019
0.007,0.744380301,411.4867369,-6.49626173,0.11132454,4.19033045,0,neq-weak,C2019
